,Tweet,Scores
2160,situng kpu dinilai tambah kacau brutal viva kacau brutal liar,-1.0
2161,syarman bawasluri kpuid curang kecut ikut atur pemilu disqualifikasi,-1.0
2163,acc muliyopioneer donadam salehug kpuri curang matamu picak,-1.0
2164,ferrykoto prabowo kpuid sangkal salah input bah kubu yata temu rib,-1.0
2165,saracenofficial gawat banyak surat suara coblos setan kpu mnyelesainya lalu m,-1.0
2167,buram sumber situng kpuid jelas sumber,1.0
2168,revluf wah dipilih kpu ngumumin rasa,1.0
2169,sis situng kpuid semua angka pake discount ansalah input lahtanya anak sd alaz,1.0
2170,suai capai kpu partisipasi pilih pemilu garut gosip garut via gosipgarut,-1.0
2171,kpu doang salah input taunya toanya wkwkwkwkwk,-1.0
2172,maspiyuuu lisaamartatara kpuid makhluk biadab laku cela bongkar,-1.0
2174,mantap bang nahra akuntofa bongkar us kasus salah input jumlah dilaku kpu menger,-1.0
2175,kpuid masabudiman novidaevi hsymasyari viryanazis masws pramonoutan ksetyawan tdk malu bn,-1.0
2177,sorry satu foto nyangkut ni lanjutannyakeburu hapus kpu hasil pindainya,-1.0
2178,edan bener mulai bawa kabur kotak suara kpu sendiri udah kontaminasi sekarang berhara,-1.0
2179,mantap betul dukung jokowi prabowo ikrar bareng bakal hormati keputusankpu,1.0
2180,dpr wakil bpn ketua cek kesiapan rekapitulasi hitung suara kpu tps pimpin moga alhamdulilah benak,1.0
2182,jasonbourne abiyyu cakkhum kpuid bangpino putrabanten maulanatigor mbahuyok eh abiyyu tolol kapan r,-1.0
2185,salah input dilapor bpn semua rugi suara dibali salah input naik suara,-1.0
2187,akunny resmi biru atas nama lembaga negara kpu like cuitan buzzer paslon cuitanny ngejekin hrs,1.0
2188,koyo kpu wae salah us matamu,-1.0
2191,jangan provokasi sama berita aneh biarin divhumaspolri kerja ikut komen masalah ibukota pinda,-1.0
2193,kpuid masws jijik kali lihat kau kau kira kau it,-1.0
2198,imakasih warga purwakarta jabar kalian pilih pimpin dipilih ulama insyaallah berkah,1.0
2199,aplpangeran kpuid bawasluri mungkin krn lama nyangkul sawah jd begini mulutnya penuh bohong,-1.0
2201,rmolco panca kpuid salah input situng bu arti curang situng rupa alat bantu hasil situng jug,-1.0
2202,rini bong cek pengen menang main curang cek kata curang amp brutal klo kamu waras web kpu,-1.0
2203,tembangsunyi padioyan begini mas prabowo kpu ang stop oknumnya diusut dimasu penjara da,-1.0
2204,tembangsunyi padioyan kpuid meng upload c dipalsu bu curang,-1.0
2205,newsjundi bertemanm kpuid bawasluri bongkar,-1.0
2206,zarafaul libra kpuid wr fagtng bangzul cebong ngomong akal sehatnya,1.0
2212,siivyriau laknat allah mampus kpu curangi suara rakyat,-1.0
2213,oppositelinks hannaalawiyah kpuid bawasluri divhumaspolri kalau jumpa x bunuh rame,-1.0
2214,hadddeh efek bakawan jo cebong kunjung kpu salah input gaek ko haaa sby tu p,-1.0
2217,datang kpu zon cek cara kerja situng kpu via post,1.0
2218,mantabbb daerah sianp nyusulgera pasang baleho didaerah menang prabowosandibiar jelas tulis,1.0
2220,hati banyak alih isufokus kinerja kpu lengah dikit tewas taulani mahfud omdo,-1.0
2221,kpu tunduk pihak manapun so stop bilang kpu curang,-1.0
2222,jadi gua baca salah satu media statement gini tahu janggal jumlah tugas kpu meni,-1.0
2223,tetappancasila tunggu umum resmi kpu semua pihak harap tahan diri,1.0
2225,zaein relawanprosandi bawasluri kpuid fahrihamzah msaiddidu faldomaldini cakkhum kalau rasa me,1.0
2230,gerindra selalu hajar kpu lupa curang tim paslon mulai kepala desa kepala daerah kampanye,-1.0
2233,charlespambers keyce stop pemilu bubarin kpu atw korban kpps tinggal makin tambah,-1.0
2234,said aqil kata kpu caya,-1.0
2235,audit bentuk tpf kpuid lu pake duit rakyat bu duit toko mebeul,-1.0
2236,haikalhassan msaiddidu kpuid lalu gk bs beda angka dgn,1.0
2238,doa revisi nyata revisi situng kpu revisi naah ckckk,1.0
2239,tegar ikhlas ima putus kpu apapun hasilnya tgl mei,-1.0
2241,kpu kata tutup diri koreksi pihak,-1.0
2242,stop pemilu bubarin kpu atw korban kpps tinggal makin tambah mediaindonesia andiarief,-1.0
2244,aplpangeran jokowi kpuid bawasluri hehey apakn segera mampus sendirin,1.0
2245,salah input situng kpu sentase kitar salah input koq banyak banyak,-1.0
2249,selisih suara jumat mei kpu tps kp tps jumat,-1.0
2252,gundidr jangan mampu kpu dlm manipulasi angka diajari prof,-1.0
2253,kalengi wahai kpuid kpuri bawasluri audit c tetap laku manipulasi data,-1.0
2254,selisih suara kpu tembus alhamdulillah,-1.0
2255,detikcom gimana gag sakit te cara psikis akibat kubu sdh x deklarasi menang sbg presi,-1.0
2258,hasbunallah jayabay justru kalah mangya iak hasil innal tanya rekapan,1.0
2259,palsu c cara brutal utk menanghina jorok cara kalian main,-1.0
2261,tribunnews pecah belah masyarakat kpu jujur ribu kali salah input lebih tepat sengaja,1.0
2262,allah baiki kpu input jadi input jadi ke,-1.0
2263,audit bentuk tpf kpuid lu pake duit rakyat bu duit toko mebeul,-1.0
2265,seahnegri emang kpuid sdh nyata menang,1.0
2266,lebih salah input,-1.0
2268,tugcendol akuntofa mestinya kpu setop situng jadi menang lebih hormat akui pe,1.0
2269,pegawe kpu jam segini pulang besok jadi bener jam segini belom pulang sam bener,1.0
2270,indrafathur aburizalbakrie logiya klo salah ciuramg dn disembunyi taku,-1.0
2274,nahcair milyar kpuid kabar barutim it bpn prabowo sandi bongkar atur entry data web kpu da,-1.0
2275,layak gelar hormat sbg bapak pancasila krn dgn penuh yakin nyata,1.0
2276,hanmas prabowo hasil akhir c manual jenjang hitung manual kpu menang telak saksi,1.0
2277,imayadewi kpuid hasil pemungutan voting urut mba tp bkn urut suara tbyk atas,1.0
2280,segera sadar keluarlah kolam sebaikbaik rekayasa hny miliknya mrp ingat kpuid kalian,1.0
2282,fadlizon kpuid skrg gantian dong bawaslu cek tempat rekap ghoib bpn,1.0
2285,kpuid ciyuusss curiga akun dibajak,-1.0
2286,ngg msk akal bila nuduh kpu curangnya coz masyarakt bs temu ksalahn,1.0
2288,bbmcargo toyopah aryprasetyo kpuid bawasluri jokowi mylovenebe bu akuuuu lueis dadak jadi ngulama,-1.0
2289,mention akun rakyat drpd kpuid bawasluri tugas lapor sdh dilaku bpn,-1.0
2291,msuk akal bila nuduh kpu curangnya krna masyaralkat bs temu ksalahn,1.0
2292,riyadiatmodjo relawanprosandi bawasluri kpuid fahrihamzah msaiddidu faldomaldini cakkhum dungu ang ng,-1.0
2294,ikut update real count sistem informasi hitung suara situng kpu suara pilpres jumat hingga,1.0
2295,arlexwu kpuid wuaaduuuhhh sekelas mmdbisa salah fatalya push,-1.0
2298,hnurwahid kpuid c banyak ngincarhati main camat,1.0
2301,nggal msuk akal bila nuduh kpu curangnya bcoz masyrkt bs temu ksalahn,1.0
2307,musniumar zulkifllubis pemiluupdate profudah kali sy beritau amp bukti kalau mrk sableng amp da,-1.0
2310,ora suk akal bila nuduh kpu curangnya karna masyrakat bsa temu ksalahan,1.0
2312,asdwin zarazettirazr tehtjemplung lisaamartatara nadiku menang telak jawa barat jawa timur dki,1.0
2320,powerofreceh kpuid bawasluri bppri kalian mana sdah tdak hukum tegak negr,1.0
2324,wijayaento kpu kagak sadar kalau jam segitu belah dunia segar bugar fit pelotot ha,1.0
2326,kpu sadar situs kpu dihati us jam ahliahli statistik r,1.0
2330,nalimnr arincattleya neonetizen loembok ane bantu viral status wa ane neeeeh trus group wa wkwk,-1.0
2336,pleno gini jadi dasar akhir pleno rekap hitung manual kpu pusat,1.0
2337,kpu awalnya suka salah sengaja ceroboh begini datang cean,1.0
2340,deddyferdana tugcendol akuntofa jelas proteslahkpu cuman nunggu kirim,1.0
2342,dijadi dialat sbg stempel sah menang hampir diumumksn sbg peme,1.0
2344,suasana buka rekapitulasi tingkat kabupaten hari tama gor pdam dibuka komis,1.0
2345,sbsinews ijtima ulama tuduh jadi curang jahat pemilu ulama dukung prabowo,-1.0
2346,ijtima ulama minta kpu diskualifikasi joko widodomaruf amin acara disebut mendelegitimas,-1.0
2347,kpuid masabudiman masws viryanazis hsymasyari novidaevi pramonoutan ksetyawan salah input,-1.0
2351,kpuid riskameliaag bicara benar,1.0
2352,kpu mana sadar benar dikalah,1.0
2353,sebuah busuk nama ijtimak ulama mrk sebut ustadz cebong tdk ikut ikut hrs caya curang kpu walaupu,-1.0
2355,kakaisyah follow akun twit chloetowntale kak moga buka mata amp hati ttg salah input it kpu,-1.0
2358,laman situng kpu lihat jarak suara jokowi maruf prabowo sandi makin jauh,-1.0
2360,kpuid salah infut misal jadi jadi malu emang ente matematika sd dulu,-1.0
2362,sejak mahfud md datang kpu gk idola buat alam jadi indonesia,1.0
2365,jelas kpuid prov jawa barat kotakab kota sukabumi lembursitu kel situmekar tps,1.0
2367,kpu sebut salah input data situng beda curang,-1.0
2368,aburasyid dulatips kpuid bawasluri bawasluri diam gerak mending lempar dang macan,-1.0
2369,insya allah senin besok mulai puasa ramadhan dgn mohon maaf lahir batin moga semua menjalank,1.0
2370,ferdinandhaean bunya demokrat tdk tuju cara konstitusional mas ahy ima keputusa,1.0
2373,orangberiman monotkun kpuid pecinta one piece tpi klo salah joker kalah sama aliansi anggap d,1.0
2374,kpuid masabudiman masws viryanazis hsymasyari novidaevi pramonoutan ksetyawan penghianat rakyat,-1.0
2376,sumpah gua kira prabowo udah menang tiba minta jokowi didiskualifikasi ancur total tu otak,-1.0
2381,bener berita ane sangat apresiasi kali sikap bijak mardanialisera benar pemilu usai skrg,1.0
2386,innalillahi wa rajiun pemilu bencana alam kpu tugas kpps tinggal dunia jadi,-1.0
2387,bravo kpuid jangan tunduk provokasi kelompok tunggang kpu,-1.0
2388,tsamaradki putriocto kpuid gemeesssssandai punya kuat kaya thanos udah ilangin kep,1.0
2389,siahaanjohan aplpangeran jokowi kpuid bawasluri lebih baik bethot kacuke mesum,1.0
2391,partaisocmed kpuid tunduk trending topics riziek,-1.0
2392,newzepret kpuid bawasluri mantap suroboyo,1.0
2393,movement gerombol prabowo makin bingung seru jokowi didiskualifikasi sekarang tuduh kp,-1.0
2394,tuduh curang kpu bkn penggiringan opinismua pnya buktiwjar mgnggap fitnahhoax dsbkrna set,-1.0
2395,engkongjali pdemokrat demokrattv kpu salah input kong,-1.0
2398,kpuid masabudiman masws viryanazis hsymasyari novidaevi pramonoutan ksetyawan jadi sampah suara ra,-1.0
2399,masbrewk ahmadchm kpuid sangat sedih tindak sebuah gagal awal tahun,-1.0
2400,abiyyu putrabanten kpuid cakkhum proftamburin zarazettirazr maulanatigor lisaamartatara nampak kali bangsat,-1.0
2401,ustadtengkuzul zul tlg hitung lihat pd data realcount kpu dihitung jumlah provinsi dim,1.0
2402,titojalu lebih lillahi,1.0
2403,dear aagym bilangin hrs kali hrs bohong tps kel petak kaja gianyar gian,-1.0
2404,kesalahaninputdata baik malah makin bertambahtambah kesalahanya situng kpu dinilai tambah kac,1.0
2406,hoax matamu nasa jebol kpu kalau beneran hoax buat nyata tv laa wooo,-1.0
2408,arifahmd titusekowibowo detikcom kpuid fadlizon fadlizon sekarang tugasnya berat brow jagain baliho,-1.0
2409,dear aagym bilangin hrs kali hrs bohong katanya suara jokowi kpu tu,-1.0
2410,dear aagym bilangin hrs katanya suara jokowi kpu suara masa tanah suci boh,1.0
2416,putriidachan kpuid sy doa ngomonghilang suaranya curang suara rakyat,-1.0
2417,cek website kpu nyata beneran riziek tug ngibul ngibul mekah azabnya yah kesamber petir,-1.0
2419,maulana kpuid klw sy gk heran kpuid bawasluri rosisilalahi kabarpetangone k,1.0
2420,arlexwu kpuid lahan allah swt mulai tunjuk kuasanya,1.0
2421,ha ha uplod c palsy jg bilang curang ye kpuid nanyaa,-1.0
2422,gelar ulama habib tanah suci mekah us bohong gimana aagym cek yah website kpu ps,1.0
2424,zaein relawanprosandi bawasluri kpuid fahrihamzah msaiddidu faldomaldini cakkhum masa,1.0
2426,kpuid kalau benar begituallohuakbarallohuakbatallohuakbarsemoga kpu benar benar amanahdan i,1.0
2428,cek yuk website kpu benar suara jokowi diubah jadi yah ampun habib riziek shihab nyata berbohon,1.0
2429,faoezanmuhamma basyaalika rockygerung hhhhhh makin jlas otak kebolak balik lhooo tooong bener kata,-1.0
2430,banyak enam tugas kpu kaltim tinggal dunia sakit,-1.0
2434,gontaliem ferdinandhaean kpuid yakin berani divhumaspolri ccicpolri,1.0
2435,kpu pasti setop situng,1.0
2436,ardiriau hukumdan kpuid gw seneng bang ardi selalu fight dlm segala sekaligus tahan banting,-1.0
2440,lexyon ustadtengkuzul susah jelasin kl prcaya dg kpu pdhal realcount kpu sdh bs dihitung seme,-1.0
2442,lelahmu bayar presiden real count kpu jalan dg unggul petahana,1.0
2443,tsamaradki kpuid asli caya neng tsamara coba stasiun tv undang talk show gitu cara,1.0
2445,komplek mega mai mana suaranya salah input kpu tps lurah padang sarai komplek mega mai k,-1.0
2446,saracenofficial rusydiriau kpuid sehat,1.0
2447,kpu nyata prabowo menang bengkulu caya kpu kpu nyata jokowi menang pilpres caya kpu,1.0
2449,kpu oohhh kpukenapa c palsu kau gunamedan amplasjgn macam macam kau kpu,-1.0
2450,hasil situng kpu jokowi unggul,1.0
2452,bingkai hbs kpu cinta allah swt,1.0
2456,prof m mahfud md nilai kpu tunjuk sikap profesional buka transparan selenggara,1.0
2457,doncorleone kpuid dibilang salah input data niat curang dasar malu muka tembokkpuid,-1.0
2458,kpuid klo baiki cara ngitungmu kalian dianggap curang,-1.0
2460,zarafaul libra kpuid wr fagtng bangzul hati hati tar viral lho krn tetap hukum u,1.0
2461,newsjundi kpuid bawasluri namanya kpu kerja penuh ulok,1.0
2462,tsamaradki kpuid langsung akunnya buat cek nyata benar,1.0
2464,kpu punya tugas berat sdg jalan tugasnya doa amanah dlm tugas amp selalu diberi sehat imakasih,1.0
2466,masyarakat digiring cayai kpu alas kpu curang fakta komisioner dipilih ditetap ole,-1.0
2467,anggota kpu dipilih dpr bagai partai dalamnya partai sebut jg koalisi dgn paslon capres baik,1.0
2468,kalau puas kinerja kpu jangan klaim menang lapor ang curang,-1.0
2470,dargalang priyobudis tps alas copy kubu sdh kongkalikong dng kpu minta c asli isi palsu,-1.0
2471,masifaturohmi yennynuraziza glrhn zoelfick seminggu mata lihat anak banyak tinggal gara kal,1.0
2474,kpuid sistem aman rendah kpu andai syaimbara milyar jebol situs kpu gw ikut syaimbara,1.0
2475,detikcom transparansi peneanpemilik kpu,1.0
2477,quick count ditolak zongos minta real count dihenti krn resah bakal hp layang,-1.0
2480,ainunnajib meilany abdulrachim kawalpemilu fadlizon fahrihamzah akuntofa ainun masa kes,1.0
2483,imayadewi ireneviena kpuid salah input ulang kaliitu namanya blooooooon,-1.0
2484,kurang kpuid lengkapi jd kesalahanbiar setan seneng,-1.0
2486,ardiriau hukumdan kpuid hajar uda duangsekalian hancur akunnya,-1.0
2487,makin tua makin pikun presiden siapa proflol otak mu sama kpu kpuid an,-1.0
2494,mochherianto ynkz satu janda dicerai suaminya mulutnya suwek koar nuduh kpu cu,-1.0
2495,jasonbourne abiyyu cakkhum kpuid bangpino putrabanten maulanatigor mbahuyok eh abiyyu tolol,-1.0
2499,kpu baik bawaslu betul betul jujur adiljgn pihak baik,1.0
2500,lawanintolerans kpuid udah nyinyir sama pps,-1.0
2501,cnnindonesia turut bpn ribu baiknya mmg audit it kpu susah prinsipnya,-1.0
2503,admin kpu suka twit semvak huni kolam curiga admin ngincer kursi jaksa agung kek kapitra,1.0
2505,care keluh nunggu hasil kpu yah,-1.0
2506,bongkar siapa bongkar hadih mudik geratis negara batavia,-1.0
2507,kpuid rata komentarnya kpu baik ngaca,1.0
2509,tular salah input kpu prof prof,-1.0
2512,kpuid salut buat kpu,1.0
2513,kpuid jangan kpu hnya lapor curang dg tindak lanjut berita curang sebar krn tdk s,-1.0
2516,jangan harap damai pihak jutru seharusnye damai malah ikut pantik tikai kpu jujur,1.0
2517,baik bakar kl eneg lihat kelakuaan mrk sengsara jg kl petahana nyata menang,1.0
2519,ditanya soal curang pendemo kpu diy bawa data,-1.0
2520,ismantengku prabowo sandiuno kpuid bawasluri kalau liat bgt cpt masivenya entry data salah it kpu,-1.0
2522,monikaalif menang sudahkah putus menang mk menang quickon menang salah input kpu menang curang,1.0
2524,andiarief sy yakin curang kalah prabowo menang krn kpu sengaja lambat pengitungn,1.0
2525,mengkhabar intah bahas lebih lanjut soal rencana pemindahanibu kotake luar pulaujawa rencana pemind,-1.0
2526,fbu muslimpribumi kpuid kpuri bawaslu upaya legitimasi stigma caya lembaga qc sdh seha,1.0
2529,kalau salah input kali wajar ribu kali bossini jahat luar biasa kpuid nah te,-1.0
2530,chloetowntale kpuid bro chloetowntale situ cermat taktis banget yak nemu begini,1.0
2531,maaf saudaraku numpang tanya masuk salah entri data masa baru jadi jubir,1.0
2533,posisi satu diberi sayangnya kpu kata jokowi aka,-1.0
2535,prof m mahfud md nilai kpu tunjuk sikap profesional buka transparan menyelen,1.0
2540,wiwismbecak cakkhum bawasluri kpuid divhumaspolri fadlizon fahrihamzah curang busuk ad,-1.0
2541,kpu catat salah entridi situng pilpres,-1.0
2544,donadam relawanprosandi sy jg bingung masuk akal utk prabowo lbh unggul stengah jmlah provinsi tp,1.0
2546,temu presiden jokowi ahy harap semua pihak dewasa sikapi hasil resmi kpu siaransbertemupresidenjokow,1.0
2548,tular kpu jd slh inputkoreksi lg paksby presiden kberapa,-1.0
2552,kpuid lidah tulang tuan omong jadi beda realita,1.0
2554,bawa bukti ribu lebih salah input relawan it bpn desak bawaslu henti situngkpu,-1.0
2555,drkoko stop situng seret komisioner kpuid adil pemilu bohong rakyat m,-1.0
2556,kpuid salah inputsuara prabowo trs dikurangi kpu jngn main bodohi rakyat,-1.0
2558,baik pilih org baik komentar selamat kpu laksana pemilu jurdil viva,1.0
2559,ardiriau gara dekat dgn kpu bro jd salah input dehhehehe,-1.0
2560,diantara dana ima kampanye paslon sumbang masyarakat sebesar m serah lppdk kpd kpu m,1.0
2563,iqrozen akuntofa kpuid horee tinggal ngambil milyar lupa sedekah yee,-1.0
2565,vivacoid te contoh sekarang kpu dite ulama diskualifikasi joko widodo maruf amin,-1.0
2567,mata kalian kpuid buta jelas vulgar curang input tempat kaliankalian laku minta b,-1.0
2569,maklambeturah kpuid pramonoutan masabudiman kpuid salah input dibetul,-1.0
2571,masyarakat ciamis pangandaran masuk dukung capres nomor urut diminta sabar tunggu hasil real count k,1.0
2572,ferdinandhaean efeknyaa goreng mengoreng opini ujungnya buat alih isu kecuramgan kerja kpu mass,-1.0
2573,ronnierusli kpuid dite cam kampre dite c aspal salah it,-1.0
2578,dodylaksmito kpuid bawasluri dkppri fokus lawan curang sama krn data direkayasa m,1.0
2580,assala mualaikum kpu bawaslu jujur adil pemilu presiden wakil presiden,1.0
2581,donadam zarazettirazr kpuid libur awal ramadhan,-1.0
2583,kpu kata tutup diri koreksi pihak kubu belah makin takut lihat data s,-1.0
2585,askos cayai kinerja kpu dibilang gila diatas gila,-1.0
2588,caya kpu independen hadap te utama invensi habib rizieq independensi hadap inv,-1.0
2589,rakyat korban uang pajak rakyat korban waktu tps rakyat korban dirinya nentu masa d,-1.0
2591,kacau banyak jadi beda hasil pleno vs situng kpu,1.0
2592,kayaknya tular visa kpuid suka nambahin sendiri ngurangin sendiri sakpenak wudele dewe,-1.0
2594,abiyyu cakkhum kpuid bangpino putrabanten maulanatigor mbahuyok sy kasih caption petaka jempol kpu,1.0
2595,intelijen eks kopassus oasi cipta kondisi kpu curang,-1.0
2596,detikcom kasus salah input jadi banyak fungsi situng kpu udah beegeser jadi alat pr,-1.0
2598,alhamdulillah hr sdh selesai rapat pleno buka hulu sungai utara kalsel hasil resmi kpu,1.0
2599,dpt sosialisasi logistik jadwal kampanye coblos hitung bla bla bla omongkosong s,1.0
2600,hukumdan kpuid nulis setan laknatuloh,-1.0
2602,adraantau kpuid bawasluri yakin mas,1.0
2603,masbrewk arena kpuid tonton kecewa,-1.0
2605,senanglemak bunya sampe atas atas bawaslu kpu dkpp yes wkwk,1.0
2607,ferdinandhaean sabar mungkin prabowo tunggu gerak gerik kpu,-1.0
2610,apresiasi transparansi kpu jokowi maruf unggul probolinggo,1.0
2613,vivacoid tuduh curang kpuid makin masif brutal,-1.0
2614,keluar gedung kpk romahurmuziy beri selamat kpu sukses gelar pemilu,1.0
2615,ferdinandhaean udah diumum us kamu rusuh jalan tor kpu pake s,-1.0
2616,real count kpu menang wilayah sulawesi tenggara,1.0
2619,timses prabowo sandi tantang kpu laku mubahala,1.0
2622,rakyat lapor salah input akunnya nah ditanggapi admin kpuid gilir hina ib habi,-1.0
2623,intelfpi sungguh berat tugas dipikul fpi awas hasil pemilu curang bantu,-1.0
2624,kpuid untung satu mulu yak tahun pake kerdus tahun pake bungkus nasi,1.0
2626,update real count pileg kpu mei pdip raup suara,-1.0
2627,kpuid halaahhh kaooo kpu hoax iak hoax,-1.0
2628,kpu maju trus pantang stop amp pantang mundur rakyat waras msih ttap mnunggu hasilmu jngan pedulikn mrka,-1.0
2629,putraerlangga dinodachi kpuid bawasluri buat kalian kpu dungu bodohkarna uang jabatanpasti,-1.0
2631,jelas kpu soal aneh data tps tanah baru depok situng,1.0
2632,usah dite ble kegencet ketidakwarasannya sendiri harusnya diganti mundur semua k,-1.0
2634,jsrachman mediaindonesia prabowo nanya mngintimidasi nyuruh org jwb pake model paksa gitu a,-1.0
2635,dodylucas akuntofa rakyat ganti presiden suara rakyat ditilep kpuid emang komis,-1.0
2637,tsamaradki kpuid kira tsamara psi nyata bupantesan ngomong bener,1.0
2638,alas coba ang punya otak baik gitu maunya sihkalo curang tinggal lapor,-1.0
2640,vivacoid tp mayoritas media amp kubu jokowi trus giring opini masyarakat kpu tdk curang jokowi menan,-1.0
2642,jujur ni lebih canggih website tryout sbmptn timbang situng kpu,1.0
2645,ulama ajak masyarakat ciamis pangandaran tunggu ima hasil putus kpu,-1.0
2647,ustadtengkuzul tanya tad tad klaim menang trus sujud sukurtpi kpu resmi,1.0
2649,kpuid dasar munafikbilang tunduk prabowojelas,-1.0
2650,mataindigo sah komisioner kpubawaslu dipilih dpr,1.0
2652,haikalhassan kpuid udah lama beeeeh habis coblos karna c foto udah dipegang sampe detik web,-1.0
2653,wiwismbecak ronnierusli bawasluri kpuid divhumaspolri fadlizon fahrihamzah banwaslu tidur d,-1.0
2654,hukumdan kpuid seret om,-1.0
2655,newzepret kpuid bawasluri mantap,1.0
2656,waduhh ngambek prabowo rekonsiliasi aceh gam prakarsa intah sby jk helsinki,-1.0
2659,vivacoid gk kacau brutal hancur situng kpu,-1.0
2660,syahganda situng kpu sengaja dibuat rentan manipulasi,-1.0
2661,haikalhassan kpuid jam blom d ubahhancur kn masa depan slogan kpu,1.0
2664,hukumdan kpuid dulu instansi resmi polri skarang kpu,1.0
2665,sat binmas polres bangka barat imbau masyarakat tunggu hasil resmi hitung suara kpu,1.0
2666,assalamualaikum betul sy scrol wall fb jumpa nius langsung sy login aplikasinya kpu ehhh nampak,1.0
2668,kpuri bawasluri ditindaklanjuti bu langgar pidana pemilu sdh sgt je,-1.0
2670,bogabogas republikaonline lalai diprogramnya proteksi salah input dlm aplikasi situng kpu ind,-1.0
2671,berlama dgn entry data unfaedah diduga hindar silpasitung publikasi tdk bermanfaatpen,-1.0
2675,powerofreceh panca bawasluri kpuid bener broooooioo,1.0
2677,datangi kpu zon cek angkat diguna situng,1.0
2678,firdhanugraha kpuid kpu hebat dlm koar dg seringnya salah input tunduk pd pa,-1.0
2679,msapunya kpuid bawasluri trus tindak lanjuti opo ima doang lapor,-1.0
2680,saran utk gawai kpu dihimbau ambil jadwal imsakiyahnya dimesjid kitar tor bandinga,1.0
2681,situng mulai melambat signifi naik suara suara  situs kpuid kayaknya berat input,-1.0
2682,ruang server habis dana t kpuid bener aje,1.0
2684,relawanpas ngehilawu gimana kpuid klaim curang bukti pihak sep,-1.0
2686,real count kpu jokowimaruf unggul juta suara prabowosandi,1.0
2687,tsamaradki kpuid gilir protes pura budeg,-1.0
2689,zarafaul libra kpuid wr fagtng bangzul mulutnya ngeri kali coba tunju bukti video n,-1.0
2690,bawaslu dkpp ri hukum kpu ri atas beresnya situng jokowi didiskualifikasi,1.0
2691,komnasham coba investigasi tinggal pemilu kata kpuid jokodut baik,-1.0
2693,geloraco jd tanya it t kalah sama kompu kasirnya indomaret salah input indomaret kasir bs teko,-1.0
2696,aprilialin pnjljh ehhhpenggiringan opini klw ang situng tdk penting ngapain kpu publikasi,1.0
2698,suara jokowi lebih malang kpu sebut sengaja,1.0
2699,zaein relawanprosandi bawasluri kpuid fahrihamzah msaiddidu faldomaldini cakkhum kasih co,1.0
2701,ferdinandhaean mohon jangan ngetest sabar jokowianda suka hasil real count kpu joko,1.0
2703,doradong dilacak ip adress server kpu aksess ip address server sbg intruder remot setel angka kpu,-1.0
2704,kpuid moga komisioner kpuid buta mata tuli telingay cara nyatakrn slma p,-1.0
2706,klau ang kpu tdk rasa curang yaa tinggal siap audit forensik bgtu dibuat ribet,-1.0
2707,tsamaradki ireneviena kpuid udah maki angmaki jelas kl kapeu berat belah,-1.0
2708,gitu donkmendingin suasanabiar pemilu damai gaduh lagisemoga semua,1.0
2709,garuda analisamu wae mbah kpu wani menangke rayen ora mk wani ora yen ora wani yo wes paruh rakyat,-1.0
2712,server kpu hacker luar hackernya mungkin didalam,-1.0
2716,tuding bermasalah zon minta situng kpu dihenti via katadatacoid,-1.0
2718,banyak salah input data zon cek proses situng kpu ri,-1.0
2720,newsjundi bertemanm kpuid bawasluri bentuk tim tpf server kpu,-1.0
2721,ulama ajak masyarakat ciamis pangandaran tunggu ima hasil putus kpu,-1.0
2722,kkpgoid dude susipudjiastuti humaspsdkp lupa oknum kpu laku curang input data c tenggelam jg,-1.0
2726,putrabanten pedjoeangislam gini hitung manual kpuid,1.0
2727,sandiaga berandaiandai kalah versi kpu,1.0
2728,zon pantau situng cara langsung kpu via okezonenews,1.0
2731,kpuid trus tunduk siapa cuk,-1.0
2732,kpuid coba d kubur d pasang cctv ane liat bakal apain malaikat munkar n nangkir alam kubur,1.0
2736,greenblack bangpino masabudiman kpuid udah jelas keberpihanyakita sdh lu pura pura lg,-1.0
2737,rizmawidiono kpuid rijik siapa chat enaena ketauan us balik awokawokawok,-1.0
2738,satunya jalan menangnya semua hormat salah ceroboh kpu,1.0
2739,be smart netizen edar broadcast media chat whatsapp isi konten gila nyata bareskrim mab,-1.0
2740,pesta demokrasi pesta ujung petaka indonesia tangis,-1.0
2741,kpuid masabudiman viryanazis masws novidaevi hsymasyari pramonoutan ksetyawan masa situng inpu,1.0
2742,joked kpkri baik kpu selidiki dgn dana t hrsnya punya ruang hitung suara sep,1.0
2743,massa emakemak bapakbapak jalan tuju tor kpu jakarta tadi siang tolak pemilu curang,-1.0
2744,bagai banding caya kpu data pantau suara nasional pilpres tanggal,-1.0
2745,kawalpemilu maaf bertanyaapa bedanya kawalpemilu kpu sy lihat tiadak bedaanya,1.0
2746,oasi cipta kondisi kpu curang,-1.0
2749,bertemanm cuman kpu salah input padahal padahal,-1.0
2750,kpu kontrol kamu punya pindah pindah tempatotak kotor,-1.0
2751,zon datangi gedung kpu cek angkat diguna situng via merd,1.0
2752,hnurwahid kpuid hapus lghapuus lg hapuuuuuuus lg,-1.0
2754,sakit kpu tular,-1.0
2755,onnowpurbo kpuid insya allah senin besok mulai puasa ramadhan sama mohon maaf lahir batin moga,1.0
2756,wes lapor ng kpu nomor dpt web kpu,-1.0
2757,harisazhar bang haris tinggal semenjak jadi kaki tangan pemilu turut tdk wajar lu dib,1.0
